time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
43:46.4,19187.42897,19190.05505,19153.37977,19169.49049,640,19179.31131,92465,400200,312600,17550,17150,-11893,712800,-17200,-5.92E-05,-5.92E-05,0.004929706,34.10104998,19167.47546,19143.69836,-0.00063457,0.781109445,712800,-17200,400,0.001691509
48:46.4,19189.11598,19189.2529,19174.99921,19177.96918,4850,19198.36095,90081,398800,325500,16200,19650,-2384,724300,11500,0.000442301,0.000442204,0.004812188,33.07686157,19170.97336,19147.98221,0.001684062,0.816198596,724300,11500,-3450,0.001691192
53:46.4,19210.40775,19211.84467,19203.11909,19207.68814,3770,19209.91054,50269,399100,320100,16550,19700,-39812,719200,-5100,0.001549641,0.001548441,0.004838205,33.13390641,19183.21162,19155.44545,0.004303892,0.802054623,719200,-5100,-3150,0.001699854
58:46.4,19208.27407,19209.21362,19199.72245,19205.38458,4670,19205.54851,99495,395800,319700,17300,16250,49226,715500,-3700,-0.000119929,-0.000119937,0.004537564,31.44513938,19190.60261,19161.68784,0.00692227,0.807731177,715500,-3700,1050,0.001669874
03:46.4,19210.73198,19214.91998,19173.65814,19199.11451,4090,19205.56446,101538,398400,328700,16150,17050,2043,727100,11600,-0.000326474,-0.000326527,0.004434301,32.14633221,19193.43991,19166.36618,0.008111367,0.825050201,727100,11600,-900,0.001646244
08:46.4,19153.42938,19165.2373,19140.34385,19157.15451,1780,19163.45157,76462,400200,317700,19850,18500,-25076,717900,-9200,-0.002185517,-0.002187909,0.004494502,34.04806988,19181.34478,19165.21472,0.003680431,0.793853073,717900,-9200,1350,0.001667921
13:46.4,19179.9655,19186.14296,19172.89062,19182.37713,4010,19189.87565,132454,396400,321800,16850,16450,55992,718200,300,0.001316616,0.00131575,0.004531798,33.68666794,19181.6889,19167.36002,0.005447848,0.811806256,718200,300,400,0.001669102
18:46.4,19190.12845,19194.48063,19181.6774,19188.26442,1710,19196.97857,115826,393000,321800,19150,19700,-16628,714800,-3400,0.000306912,0.000306865,0.004531368,32.19499372,19183.88074,19169.97307,0.005408023,0.818829517,714800,-3400,-550,0.001656324
23:46.4,19219.07007,19234.27449,19204.68858,19211.80726,2900,19219.26148,78673,402200,317200,19250,17050,-37153,719400,4600,0.001226939,0.001226187,0.004565514,33.18178492,19193.18958,19175.20234,0.006060719,0.788662357,719400,4600,2200,0.001622117
28:46.4,19135.94753,19146.46236,19127.55931,19145.98153,1640,19155.98549,120461,395400,317300,18050,18000,41788,712700,-6700,-0.003426316,-0.0034322,0.004983382,36.82936807,19177.45356,19171.54974,0.00347602,0.802478503,712700,-6700,50,0.001674593
33:46.4,19196.17802,19216.67293,19189.83886,19212.06676,2460,19222.87166,90688,398700,323800,19200,17900,-29773,722500,9800,0.00345165,0.003445707,0.005303946,39.24808465,19188.9913,19176.61437,0.005759169,0.812139453,722500,9800,1300,0.001712273
38:46.4,19192.35098,19199.34603,19184.01227,19187.71064,2710,19198.60453,121102,392500,309600,19650,17000,30414,702100,-20400,-0.001267751,-0.001268556,0.005060848,38.44854216,19188.56441,19178.0014,0.007396999,0.788789809,702100,-20400,2650,0.00172092
43:46.4,19224.47271,19231.12774,19198.68394,19218.58841,2630,19209.39421,71142,387800,314100,16150,17800,-49960,701900,-200,0.001609247,0.001607954,0.004902671,38.80343948,19198.57241,19183.07478,0.006203303,0.809953584,701900,-200,-1650,0.001730276
48:46.4,19194.70056,19205.74144,19183.49333,19199.41485,4530,19204.59321,103401,395100,324800,19350,17250,32259,719900,18000,-0.000997657,-0.000998155,0.004888563,38.53855651,19198.85323,19185.11729,0.0063638,0.822070362,719900,18000,2100,0.001726657
53:46.4,19212.54382,19218.05878,19201.66053,19209.10449,1290,19207.6261,75674,399500,312500,17700,17200,-27727,712000,-7900,0.000504684,0.000504556,0.004701522,37.11751161,19202.27031,19188.11569,0.008955919,0.782227785,712000,-7900,500,0.001725137
58:46.4,19182.40142,19187.54627,19172.86939,19181.06444,3120,19190.97403,83252,398300,317000,17900,16050,7578,715300,3300,-0.001459727,-0.001460794,0.004723686,37.0544822,19195.20169,19187.23428,0.00876746,0.795882501,715300,3300,1850,0.001694639
03:46.4,19164.65338,19181.65163,19160.79107,19171.74098,1840,19162.44862,61366,392200,319900,17950,17450,-21886,712100,-3200,-0.000486076,-0.000486194,0.004386248,35.89777324,19187.38145,19185.29762,0.004922428,0.815655278,712100,-3200,500,0.001647433
08:46.4,19219.94726,19223.86294,19198.98471,19201.5984,3550,19213.90216,75310,396000,319000,16200,16050,13944,715000,2900,0.001557366,0.001556155,0.004421714,37.05664404,19192.12043,19187.33522,0.005314045,0.805555556,715000,2900,150,0.001619496
13:46.4,19214.64284,19236.03703,19214.09262,19227.30819,2910,19226.1659,75194,395000,320600,19700,16300,-116,715600,600,0.00133894,0.001338044,0.004435418,36.86964264,19203.84969,19192.33184,0.007407295,0.81164557,715600,600,3400,0.001611262
18:46.4,19221.10291,19222.98816,19215.83569,19221.80141,4350,19219.33796,72692,399200,318000,19550,19550,-2502,717200,1600,-0.000286404,-0.000286445,0.004398305,35.05556137,19209.83359,19196.01554,0.007995724,0.796593186,717200,1600,0,0.001609471
23:46.4,19246.39724,19247.59327,19229.54984,19242.43736,3520,19248.34238,103772,404700,314900,16900,19050,31080,719600,2400,0.00107357,0.001072994,0.00441579,34.39386832,19220.70152,19201.81826,0.009196759,0.77810724,719600,2400,-2150,0.001610398
28:46.4,19260.90531,19262.94103,19252.89674,19260.04594,3190,19261.74119,64676,403800,318500,19350,19700,-39096,722300,2700,0.000915091,0.000914673,0.004242916,33.40171138,19233.81633,19209.09672,0.007616532,0.78875681,722300,2700,-350,0.001612324
33:46.4,19265.44426,19272.63616,19263.965,19265.08235,3360,19279.21939,105976,398700,317700,18750,19650,41300,716400,-5900,0.000261495,0.000261461,0.004192039,31.91517595,19244.23833,19216.09493,0.006506109,0.796839729,716400,-5900,-900,0.001610552
38:46.4,19276.18661,19279.32456,19241.22495,19259.50113,990,19271.22843,120117,407800,324500,19800,18050,14141,732300,15900,-0.000289707,-0.000289748,0.004171829,32.35692126,19249.32593,19221.5207,0.005156761,0.795733203,732300,15900,1750,0.001593886
43:46.4,19345.99852,19382.48956,19344.89761,19360.45905,2380,19361.36415,82218,405600,317600,16200,16000,-37899,723200,-9100,0.00524198,0.005228289,0.005042878,38.83060079,19286.37031,19238.888,0.009147194,0.783037475,723200,-9100,200,0.001725824
48:46.4,19344.51999,19353.16281,19334.02344,19344.9197,3460,19354.83873,98301,404500,321300,16150,19900,16083,725800,2600,-0.000802633,-0.000802955,0.005060332,37.94524441,19305.88677,19252.14196,0.008873642,0.794313968,725800,2600,-3750,0.00172919
53:46.4,19350.54962,19359.84968,19350.17659,19354.83579,630,19355.54058,93287,393800,315600,17850,16600,-5014,709400,-16400,0.000512594,0.000512463,0.00506124,36.30129648,19322.20311,19264.97869,0.009222234,0.801422042,709400,-16400,1250,0.001710525
58:46.4,19381.26359,19395.61544,19376.57663,19390.48471,4380,19391.1406,91769,400400,311000,16350,16350,-1518,711400,2000,0.001841861,0.001840167,0.005062983,36.62117874,19344.96364,19280.66694,0.012206025,0.776723277,711400,2000,0,0.001718044
03:46.4,19413.62412,19422.06213,19401.3182,19403.71189,2810,19411.74998,48890,406300,331800,18750,16950,-42879,738100,26700,0.000682148,0.000681916,0.005059338,36.26091024,19364.54639,19296.04756,0.012050545,0.816637952,738100,26700,1800,0.001715369
08:46.4,19448.41624,19453.12608,19446.77849,19453.02038,3100,19465.40713,77463,398300,319000,16100,16850,28573,717300,-20800,0.002541188,0.002537965,0.005193418,37.20042995,19394.03772,19315.66916,0.014730634,0.800903841,717300,-20800,-750,0.001634862
13:46.4,19467.25328,19468.59021,19458.77328,19464.64816,2410,19465.96549,129228,396100,322100,19900,17450,51765,718200,900,0.000597736,0.000597558,0.005183655,35.65538753,19417.57453,19334.29154,0.015397262,0.81317849,718200,900,2450,0.001627492
18:46.4,19434.09946,19470.69562,19420.7423,19442.32758,4620,19444.08752,106476,402500,314800,16250,19300,-22752,717300,-900,-0.001146724,-0.001147382,0.005269167,36.67666863,19425.82555,19347.79604,0.013784483,0.782111801,717300,-900,-3050,0.001614085
23:46.4,19481.96907,19483.76283,19457.74786,19461.24778,2520,19466.89857,95172,402400,330800,19800,16050,-11304,733200,15900,0.000973145,0.000972672,0.005239154,37.01656759,19437.63296,19361.97751,0.013200945,0.822067594,733200,15900,3750,0.001607258
28:46.4,19448.69274,19459.68299,19436.18613,19447.72911,3100,19446.40283,59585,396200,310900,17900,19900,-35587,707100,-26100,-0.000694645,-0.000694887,0.005269902,36.16264474,19440.99834,19372.69646,0.012618573,0.784704695,707100,-26100,-2000,0.001563523
33:46.4,19457.71812,19460.3742,19442.46989,19451.85336,1620,19464.87877,111863,379700,323000,19650,19750,52278,702700,-4400,0.000212068,0.000212046,0.005253222,34.85847827,19444.61668,19382.59107,0.013164089,0.850671583,702700,-4400,-100,0.001545049
38:46.4,19435.91019,19460.27652,19431.88083,19440.11091,4230,19438.72938,81766,410000,317300,16050,19800,-30097,727300,24600,-0.000603668,-0.00060385,0.005061137,34.39685045,19443.11476,19389.78105,0.014770272,0.773902439,727300,24600,-3750,0.001530202
43:46.4,19434.23475,19439.69598,19427.19661,19438.80222,4010,19438.99742,75250,394900,321300,17000,18700,-6516,716200,-11100,-6.73E-05,-6.73E-05,0.005046537,32.86238214,19441.67724,19395.9087,0.013367743,0.813623702,716200,-11100,-1700,0.001527848
48:46.4,19444.01542,19444.17121,19434.07992,19437.13587,850,19451.32832,77255,407100,321100,18250,19500,2005,728200,12000,-8.57E-05,-8.57E-05,0.005055052,31.23587581,19440.16345,19401.06209,0.012969982,0.788749693,728200,12000,-1250,0.001528701
53:46.4,19453.58492,19461.31384,19443.16749,19446.65776,1280,19451.799,110212,404600,319000,19850,18150,32957,723600,-4600,0.000489881,0.000489761,0.005033399,30.73173922,19442.32822,19406.76155,0.012224279,0.78843302,723600,-4600,1700,0.001528478
58:46.4,19466.09529,19475.5716,19457.91565,19465.01818,3240,19480.26074,98580,398500,315600,19400,16000,-11632,714100,-9500,0.000944143,0.000943697,0.004501409,30.60188947,19449.89154,19414.04363,0.016663374,0.791969887,714100,-9500,3400,0.001522943
03:46.4,19513.46648,19518.37967,19495.63872,19504.71818,4970,19507.33604,117291,383600,320000,19700,18850,18711,703600,-10500,0.002039557,0.002037479,0.004261919,32.22757585,19468.16709,19425.37795,0.015232688,0.834202294,703600,-10500,850,0.001535063
08:46.4,19526.9413,19536.63312,19526.52117,19535.16199,3270,19553.83478,122514,399500,321500,17300,16050,5223,721000,17400,0.001560843,0.001559626,0.004170371,32.20524481,19490.49872,19439.10095,0.018108015,0.804755945,721000,17400,1250,0.001482367
13:46.4,19519.98636,19527.4637,19509.68041,19516.3829,2110,19523.89076,85210,400300,318200,18000,19150,-37304,718500,-2500,-0.000961297,-0.000961759,0.004218263,31.72498261,19499.12678,19448.7612,0.015495128,0.794903822,718500,-2500,-1150,0.001459638
18:46.4,19548.43072,19559.45665,19499.85982,19520.01719,3610,19519.51493,99146,402800,316200,19000,18800,13936,719000,500,0.000186217,0.0001862,0.004128655,33.71582871,19506.09025,19457.6682,0.016698547,0.785004965,719000,500,200,0.001446215
23:46.4,19583.53611,19586.57053,19559.09531,19579.86594,660,19579.27167,93939,399700,323500,19800,17350,-5207,723200,4200,0.003066019,0.003061329,0.004369299,36.06136501,19530.68215,19472.94291,0.01930134,0.809357018,723200,4200,2450,0.001450551
28:46.4,19547.70342,19560.15125,19534.78679,19537.55284,2530,19532.91927,72764,399300,328000,19000,19850,-21175,727300,4100,-0.002161051,-0.00216339,0.004499282,36.70549219,19532.97238,19481.01916,0.018585434,0.821437516,727300,4100,-850,0.001473017
33:46.4,19565.42362,19569.47979,19529.67109,19549.46532,4890,19545.47049,75641,416700,320900,16750,19650,2877,737600,10300,0.000609722,0.000609536,0.004452285,36.92714992,19538.47003,19489.57493,0.019702141,0.770098392,737600,10300,-2900,0.0014239
38:46.4,19586.20842,19595.95426,19572.5429,19574.09017,660,19574.13207,96716,408400,313600,17400,17150,21075,722000,-15600,0.001259618,0.001258825,0.004435124,37.61013511,19550.34341,19500.13933,0.019398998,0.767874633,722000,-15600,250,0.001424784
43:46.4,19577.66393,19584.11596,19577.33656,19578.73491,2510,19576.82639,98858,402100,313800,16900,18600,2142,715900,-6100,0.00023729,0.000237262,0.004421274,35.63982511,19559.80724,19509.96378,0.018277479,0.780402885,715900,-6100,-1700,0.001416968
48:46.4,19618.30152,19649.01659,19617.4982,19631.33435,2590,19620.07815,98902,397700,314100,17650,16550,44,711800,-4100,0.00268656,0.002682957,0.004542792,38.11424318,19583.64961,19525.1351,0.021305648,0.7897913,711800,-4100,1100,0.001436043
53:46.4,19614.0824,19629.92054,19604.36175,19617.15381,4510,19626.02972,98933,408600,314500,16500,18600,31,723100,11300,-0.000722342,-0.000722603,0.00460851,37.31841204,19594.81768,19536.63744,0.01947344,0.769701419,723100,11300,-2100,0.001442448
58:46.4,19617.97353,19636.14976,19604.69489,19612.02434,4780,19620.50853,83680,399700,318500,16300,17800,-15253,718200,-4900,-0.000261479,-0.000261513,0.004633923,36.89958775,19600.55323,19546.0608,0.018275055,0.796847636,718200,-4900,-1500,0.001421049
03:46.4,19613.07734,19618.77317,19610.1562,19617.54818,1270,19623.28657,142428,392800,322800,17500,17550,58748,715600,-2600,0.000281656,0.000281616,0.004633436,34.87940032,19606.21822,19554.99672,0.018295579,0.821792261,715600,-2600,-50,0.001415829
08:46.4,19613.73181,19613.88576,19604.81597,19609.22957,1050,19606.47467,104636,404000,317900,16000,16950,-37792,721900,6300,-0.000424039,-0.000424129,0.004642788,33.29745819,19607.222,19561.77583,0.018158749,0.786881188,721900,6300,-950,0.001417314
13:46.4,19581.70106,19583.84192,19573.87893,19574.90033,1290,19588.48605,88489,399200,315400,17550,18150,-16147,714600,-7300,-0.001750667,-0.001752202,0.00395742,33.44411422,19596.44811,19563.41639,0.01107625,0.79008016,714600,-7300,-600,0.001438934
18:46.4,19539.64414,19544.00461,19511.03,19528.36622,3550,19531.2281,108046,414700,321500,17550,19400,19557,736200,21600,-0.002377234,-0.002380064,0.004208618,35.61741535,19573.75415,19559.03512,0.00948293,0.775259224,736200,21600,-1850,0.001477089
23:46.4,19586.63003,19588.59495,19555.00027,19569.47382,1070,19568.49594,82975,396200,317700,16650,17000,-25071,713900,-22300,0.00210502,0.002102807,0.004329787,37.37536655,19572.32737,19560.33996,0.011089633,0.801867744,713900,-22300,-350,0.001495066
28:46.4,19561.95777,19565.55238,19556.77827,19558.14394,670,19563.42025,100534,406700,322700,17100,19100,17559,729400,15500,-0.000578957,-0.000579125,0.004272388,35.61252232,19567.59956,19560.06546,0.008646469,0.793459552,729400,15500,-2000,0.001487879
33:46.4,19533.08436,19544.79021,19532.44929,19534.62799,2570,19539.56189,108013,401600,329800,17150,16200,7479,731400,2000,-0.001202361,-0.001203084,0.004348351,34.90410244,19556.60904,19556.88577,0.006746962,0.821215139,731400,2000,950,0.001499733
38:46.4,19470.28732,19489.32,19461.42966,19469.34668,1840,19458.62247,111018,385800,320400,19300,16350,3005,706200,-25200,-0.003341825,-0.003347422,0.004583751,37.63940481,19527.52158,19545.94339,0.000839268,0.830482115,706200,-25200,2950,0.001571688
43:46.4,19451.82963,19455.4179,19439.57842,19447.78397,3810,19451.49298,74853,404400,316200,16650,19350,-36165,720600,14400,-0.001107521,-0.001108135,0.004615553,37.07717972,19500.94238,19533.67346,-0.000866401,0.78189911,720600,14400,-2700,0.001581078
48:46.4,19413.45727,19415.53265,19387.35981,19404.27717,590,19408.85971,160581,397400,326600,19150,16400,85728,724000,3400,-0.002237108,-0.002239614,0.00474486,38.74482074,19468.72064,19517.49892,-0.001957091,0.821841973,724000,3400,2750,0.001612859
53:46.4,19461.5266,19476.38063,19460.00059,19467.4453,1180,19469.12685,123636,405500,328000,19750,18900,-36945,733500,9500,0.003255372,0.003250084,0.005078593,41.12758069,19468.29553,19511.24222,0.000318455,0.808877928,733500,9500,850,0.001651549
58:46.4,19491.22272,19508.09403,19475.64751,19478.38647,3900,19474.5602,140650,398200,333400,17900,18950,17014,731600,-1900,0.000562024,0.000561866,0.005070419,41.09337697,19471.65917,19507.13525,0.001576398,0.837267705,731600,-1900,-1050,0.001651489
03:46.4,19471.30848,19485.05215,19456.80625,19478.86362,4360,19475.20941,94877,399700,338300,19750,18750,-45773,738000,6400,2.45E-05,2.45E-05,0.005069562,40.17569972,19474.06066,19503.6013,0.00138857,0.846384789,738000,6400,1000,0.001650087
08:46.4,19537.40192,19537.8053,19515.20799,19527.61156,1320,19534.52863,104935,408800,327100,16650,17050,10058,735900,-2100,0.002502607,0.002499481,0.005241717,41.5161268,19491.91096,19506.60258,0.004501037,0.800146771,735900,-2100,-400,0.001644088
13:46.4,19566.3905,19571.83017,19547.73693,19559.02928,1580,19567.40994,100729,401600,323600,17050,16050,-4206,725200,-10700,0.001608887,0.001607594,0.005305052,41.70916132,19514.28373,19513.15592,0.006184901,0.805776892,725200,-10700,1000,0.001647514
18:46.4,19557.05472,19562.83662,19519.57888,19542.71173,930,19543.99367,89058,398800,333200,16350,18700,-11671,732000,6800,-0.000834272,-0.00083462,0.005335995,41.81977421,19523.75973,19516.85039,0.005431657,0.83550652,732000,6800,-2350,0.001654293
23:46.4,19484.06532,19502.05469,19475.50137,19479.18064,4470,19485.31065,115152,415000,325700,18100,18600,26094,740700,8700,-0.003250884,-0.003256179,0.005679632,43.63338752,19508.90003,19512.14167,0.001672415,0.784819277,740700,8700,-500,0.001712187
28:46.4,19551.33132,19565.05807,19538.7115,19560.86564,1810,19562.09063,82326,394700,326800,16750,18550,-32826,721500,-19200,0.004193452,0.004184684,0.006132905,46.65081918,19526.2219,19518.23217,0.004924088,0.827970611,721500,-19200,-1800,0.00171839
33:46.4,19510.81688,19525.89224,19506.84668,19515.84704,670,19514.7547,113965,397900,317100,17500,18400,31639,715000,-6500,-0.002301463,-0.002304115,0.006186205,47.17711557,19522.76362,19517.93403,0.000570573,0.796933903,715000,-6500,-900,0.0017035
38:46.4,19462.91627,19475.71783,19462.77998,19472.43774,1420,19477.58527,90038,399400,319500,19050,17550,-23927,718900,3900,-0.00222431,-0.002226788,0.006245551,47.59782569,19505.98833,19512.24699,-0.003210838,0.799949925,718900,3900,1500,0.001722474
43:46.4,19492.98741,19506.32839,19487.49246,19498.07647,4850,19495.25454,107980,401700,317200,18250,18250,17942,718900,0,0.001316667,0.001315801,0.006275701,46.6187414,19503.35104,19510.47568,-0.000938003,0.789644013,718900,0,0,0.001718966
